Transaction_date,Payment_Type,Name,City,State,Country,Account_Created,Last_Login,ID,Count,Brand,Model
2019-01-12 00:17:00,Mastercard,Andrea,Brondby Strand,Kobenhavn,Denmark,2019-01-07 23:40:00,2019-02-11 22:23:00,89,5,Samsung,Samsung Galaxy S10 Plus 1TB
2019-01-06 17:15:00,Visa,Andrea,Bubuieci,Chisinau,Moldova,2018-12-24 17:31:00,2019-01-14 10:27:00,89,5,Samsung,Samsung Galaxy S9
2019-01-03 13:56:00,Visa,Rennae,Amelia Island,FL,United States,2019-01-03 12:30:00,2019-01-14 13:03:00,90,1,Samsung,Samsung Galaxy S9 Plus
2019-01-04 07:54:00,Visa,Gerhard,Alliston,Ontario,Canada,2015-10-21 21:49:00,2019-01-14 13:06:00,91,1,Apple,Apple iPhone 8
2019-01-26 15:16:00,Visa,Megan,Huntersville,NC,United States,2018-12-22 20:09:00,2019-02-23 05:14:00,92,2,Samsung,Samsung Galaxy Note 10
2019-01-12 07:28:00,Amex,Megan,La Alberca,Murcia,Spain,2018-12-10 16:41:00,2019-01-14 13:44:00,92,2,LG,LG X4
2019-01-06 15:15:00,Mastercard,Danielle,Rathgar,Dublin,Ireland,2019-01-06 14:59:00,2019-01-14 14:33:00,93,1,Apple,Apple iPhone XR
2019-01-13 23:56:00,Mastercard,Tod,Coral Gables,FL,United States,2019-01-13 23:13:00,2019-01-14 15:17:00,94,1,Motorola,Motorola Moto E6
2019-01-14 19:32:00,Visa,Janaina,Miami,FL,United States,2018-12-16 22:19:00,2019-01-14 19:28:00,95,1,Apple,Apple iPhone 11 Pro
2019-01-06 21:13:00,Visa,Kofi,Vancouver,British Columbia,Canada,2018-01-07 21:16:00,2019-01-14 20:50:00,96,1,Huawei,Huawei Mate 30 Pro 5G
2019-01-08 15:27:00,Mastercard,Jennifer,Chicago,IL,United States,2019-01-04 22:22:00,2019-01-21 13:28:00,97,5,Apple,Apple iPhone XR
2019-01-09 16:35:00,Diners,Jennifer,Nordstrand,Oslo,Norway,2015-12-29 09:26:00,2019-02-01 04:18:00,97,5,Apple,Apple iPhone 8 Plus
2019-01-07 14:55:00,Visa,Jennifer,Drogheda,Louth,Ireland,2016-09-21 02:39:00,2019-02-03 13:36:00,97,5,Motorola,Motorola Moto E6s
2019-01-25 16:08:00,Diners,Jennifer,Vancouver,British Columbia,Canada,2019-01-24 20:12:00,2019-02-20 12:47:00,97,5,Motorola,Motorola One Zoom
2019-01-14 11:19:00,Visa,Jennifer,Jumeira,Dubayy,United Arab Emirates,2019-01-14 10:44:00,2019-01-14 21:26:00,97,5,Samsung,Samsung Galaxy S10
2019-01-13 19:39:00,Visa,Jolene,Englewood,CO,United States,2019-01-06 22:00:00,2019-01-14 22:02:00,98,1,Windows,Microsoft Lumia 950 XL
2019-01-08 07:26:00,Mastercard,anne,Bournemouth,England,United Kingdom,2018-01-25 15:46:00,2019-01-15 01:36:00,99,1,Apple,Apple iPhone X
2019-01-15 02:40:00,Mastercard,Alexis,Genoa,IL,United States,2019-01-15 02:04:00,2019-01-15 02:04:00,100,2,Apple,Apple iPhone XS
2019-01-16 06:04:00,Mastercard,Alexis,Ehingen an der Donau,Baden-Wurttemberg,Germany,2019-01-15 02:56:00,2019-02-14 05:05:00,100,2,Alcatel,Alcatel 3
2019-01-12 06:40:00,Visa,Dez,Al 'Adliyah,Al Manamah,Bahrain,2019-01-10 12:50:00,2019-01-15 04:46:00,101,1,LG,LG W30
2019-01-05 15:39:00,Visa,Melissa,Parkland,FL,United States,2018-12-10 09:14:00,2019-01-15 06:01:00,102,5,Apple,Apple iPhone 11 Pro Max
2019-01-21 02:20:00,Visa,Melissa,Carouge,Geneve,Switzerland,2019-01-16 07:06:00,2019-02-20 08:38:00,102,5,Huawei,Huawei Nova 6 SE
2019-01-27 13:08:00,Mastercard,Melissa,Geneve,Geneve,Switzerland,2018-05-09 08:50:00,2019-02-11 02:19:00,102,5,Sony,Sony Xperia 1 Professional
2019-01-18 13:25:00,Visa,Melissa,Chester,CT,United States,2019-01-15 11:57:00,2019-02-20 10:08:00,102,5,Motorola,Motorola Razr
2019-01-19 11:12:00,Visa,Melissa,Aberdeen,Scotland,United Kingdom,2018-08-27 08:22:00,2019-01-20 00:35:00,102,5,Samsung,Samsung Galaxy S10 Plus 1TB
2019-01-10 05:21:00,Amex,CLARE,San Francisco,CA,United States,2019-01-10 00:07:00,2019-01-15 06:25:00,103,1,Samsung,Samsung Galaxy S10e
2019-01-15 04:12:00,Mastercard,catherine,Keller,VA,United States,2019-01-15 04:02:00,2019-01-15 06:59:00,104,1,Apple,Apple iPhone 8 Plus
2019-01-12 11:48:00,Visa,Veronique,Tsawwassen,British Columbia,Canada,2018-07-24 15:48:00,2019-01-15 08:56:00,105,3,LG,LG W30
2019-01-26 14:02:00,Mastercard,Veronique,Fresno,TX,United States,2019-01-24 09:24:00,2019-02-25 14:22:00,105,3,HTC,Microsoft Lumia 950
2019-01-08 18:41:00,Diners,Veronique,Tenafly,NJ,United States,2017-12-09 17:59:00,2019-01-27 18:12:00,105,3,LG,LG G8s ThinQ
2019-01-06 10:48:00,Mastercard,Bruce and Camille,Clinton,NJ,United States,2017-08-21 21:19:00,2019-01-15 09:32:00,106,1,LG,LG G8X ThinQ
2019-01-14 09:10:00,Mastercard,Ellen,Owensboro,KY,United States,2019-01-14 08:25:00,2019-01-15 09:40:00,107,1,Samsung,Samsung Galaxy S8 Plus
2019-01-04 16:59:00,Visa,Amy,Parramatta,New South Wales,Australia,2019-01-03 22:35:00,2019-02-05 22:44:00,108,3,Motorola,Motorola Moto E6s
2019-01-05 15:15:00,Amex,Amy,Ashford,England,United Kingdom,2015-08-18 02:04:00,2019-02-24 10:35:00,108,3,Samsung,Samsung Galaxy S9 Plus
2019-01-14 22:44:00,Visa,Amy,Lakewood Village,TX,United States,2019-01-14 22:21:00,2019-01-15 09:50:00,108,3,Samsung,Samsung Galaxy S10e
2019-01-18 05:27:00,Visa,Anna,Downey,CA,United States,2019-01-18 04:28:00,2019-01-18 04:42:00,109,5,Apple,Apple iPhone 11 Pro
2019-01-22 12:55:00,Visa,Anna,Paris,Ile-de-France,France,2017-08-17 04:34:00,2019-02-04 13:12:00,109,5,Apple,Apple iPhone XS
2019-01-06 09:52:00,Mastercard,Anna,Lafayette,CA,United States,2019-01-03 15:01:00,2019-01-25 10:19:00,109,5,Huawei,Huawei Nova 6 SE
2019-01-06 07:23:00,Visa,Anna,Okotoks,Alberta,Canada,2018-07-21 12:03:00,2019-01-15 10:00:00,109,5,Apple,Apple iPhone XS
2019-01-11 06:01:00,Mastercard,Anna,New York,NY,United States,2019-01-01 10:24:00,2019-02-03 04:25:00,109,5,Motorola,Motorola Moto E6
2019-01-01 05:04:00,Mastercard,Regina,Glimmen,Groningen,Netherlands,2012-12-16 04:09:00,2019-01-15 10:50:00,110,1,Apple,Apple iphone XS Max
2019-01-20 17:23:00,Visa,Jessica,Toronto,Ontario,Canada,2018-01-20 18:01:00,2019-02-23 19:35:00,111,6,Apple,Apple iPhone 8
2019-01-29 12:16:00,Mastercard,Jessica,Chiefland,FL,United States,2019-01-27 15:56:00,2019-02-24 18:29:00,111,6,Apple,Apple iPhone 11
2019-01-15 11:58:00,Visa,Jessica,Kanata,Ontario,Canada,2019-01-14 05:59:00,2019-01-15 11:49:00,111,6,Apple,Apple iPhone 8
2019-01-20 05:50:00,Visa,Jessica,Abbey Town,England,United Kingdom,2019-01-20 04:23:00,2019-01-20 07:46:00,111,6,Apple,Apple iPhone 7 Plus
2019-01-14 16:02:00,Mastercard,Jessica,Woodland Hills,CA,United States,2019-01-14 14:53:00,2019-02-13 16:45:00,111,6,Apple,Apple iPhone 8 Plus
2019-01-10 04:04:00,Visa,Jessica,Oldenburg,Lower Saxony,Germany,2018-12-20 08:41:00,2019-01-23 05:28:00,111,6,Apple,Apple iPhone XS
2019-01-25 21:49:00,Mastercard,Petra,San Francisco,CA,United States,2019-01-24 01:35:00,2019-02-21 09:26:00,112,2,Samsung,Samsung Galaxy Note 8
2019-01-12 09:43:00,Diners,Petra,Bergen,Nordrhein-Westfalen,Germany,2019-01-07 08:39:00,2019-01-15 12:14:00,112,2,Apple,Apple iphone XS Max
2019-01-25 20:15:00,Visa,Brian,Croton On Hudson,NY,United States,2019-01-23 22:33:00,2019-02-22 11:51:00,113,2,BLU,BLU Vivo XR
2019-01-15 12:33:00,Visa,Brian,College Park,MD,United States,2019-01-15 12:19:00,2019-01-15 13:28:00,113,2,Apple,Apple iPhone 8
2019-01-14 11:35:00,Visa,Kenny,Kailua Kona,HI,United States,2019-01-13 17:42:00,2019-01-15 15:31:00,114,1,LG,LG W30
2019-01-14 15:40:00,Amex,ayse,Redondo Beach,CA,United States,2019-01-13 19:37:00,2019-01-15 15:45:00,115,1,LG,LG V50S ThinQ 5G
2019-01-03 11:08:00,Amex,Maria and Timothy,Fountain Hls,AZ,United States,2016-06-05 22:42:00,2019-01-15 16:37:00,116,1,Apple,Apple iPhone 11 Pro Max
2019-01-12 01:37:00,Visa,IMAN,Brisbane,Queensland,Australia,2019-01-12 01:26:00,2019-01-15 17:54:00,117,1,Samsung,Samsung Galaxy S9
2019-01-16 07:21:00,Mastercard,Gerald,Mahopac,NY,United States,2018-11-03 14:28:00,2019-01-16 06:08:00,118,1,Apple,Apple iPhone 8 Plus
2019-01-15 12:54:00,Mastercard,Annelies,Ile-Perrot,Quebec,Canada,2019-01-15 12:22:00,2019-01-16 07:53:00,119,1,Apple,Apple iPhone 11
2019-01-07 07:19:00,Amex,Jocelyn,Bruxelles,Brussels (Bruxelles),Belgium,2018-06-30 09:33:00,2019-01-16 08:54:00,120,1,Samsung,Samsung Galaxy S10
2019-01-03 09:56:00,Visa,Kara,Chicago,IL,United States,2018-12-31 16:26:00,2019-01-16 13:43:00,121,1,HTC,HTC WildFire X
2019-01-16 17:41:00,Visa,Orsi,Rayford,TX,United States,2019-01-16 17:01:00,2019-01-16 17:56:00,122,1,Samsung,Samsung Galaxy S9
2019-01-05 05:33:00,Visa,Ben,Escondido,CA,United States,2019-01-05 03:19:00,2019-01-17 00:35:00,123,1,Samsung,Samsung Galaxy S10
2019-01-02 00:50:00,Visa,Sam,Tesvikiye,Istanbul,Turkey,2019-01-02 00:10:00,2019-01-17 01:57:00,124,1,Motorola,Motorola Moto G8 Play
2019-01-13 01:51:00,Visa,Filip and Teresa,Centurion,Gauteng,South Africa,2019-01-12 01:40:00,2019-01-17 02:23:00,125,1,LG,LG W30 Pro
2019-01-15 10:24:00,Visa,Grace,York,England,United Kingdom,2019-01-13 12:30:00,2019-01-17 04:42:00,126,1,Sony,Sony Xperia Ace
2019-01-11 08:59:00,Visa,Chelsey,Ashburn,VA,United States,2018-11-09 05:53:00,2019-01-17 08:54:00,127,1,Apple,Apple iPhone 8
2019-01-15 15:56:00,Amex,Charis,Los Angeles,CA,United States,2015-11-11 11:49:00,2019-01-17 10:54:00,128,1,Alcatel,Alcatel 1X
2019-01-01 12:19:00,Visa,Marlene,Edgewood,WA,United States,2016-01-16 14:45:00,2019-01-17 11:38:00,129,1,Samsung,Samsung Galaxy S9e
2019-01-06 14:03:00,Visa,Fie,New York,NY,United States,2018-05-01 08:26:00,2019-01-17 11:44:00,130,1,LG,LG X6
2019-01-04 07:43:00,Mastercard,Jamie,Houston,TX,United States,2019-01-04 06:51:00,2019-01-17 17:31:00,131,1,LG,LG W10
2019-01-17 16:22:00,Visa,Chad,West Orange,NJ,United States,2019-01-17 15:22:00,2019-01-17 18:42:00,132,1,Apple,Apple iPhone 11 Pro Max
2019-01-01 03:51:00,Mastercard,sunny,Amsterdam,Noord-Holland,Netherlands,2015-09-14 22:53:00,2019-01-17 22:34:00,133,1,Alcatel,Alcatel 1V
2019-01-18 05:15:00,Diners,Roger,Urlingford,Kilkenny,Ireland,2019-01-18 04:44:00,2019-01-18 04:44:00,134,1,Apple,Apple iPhone X
2019-01-01 01:51:00,Mastercard,Si,Holte,Kobenhavn,Denmark,2015-12-14 15:46:00,2019-01-18 04:44:00,135,1,LG,LG K50S
2019-01-18 06:30:00,Visa,Sherri,Freienbach,Schwyz,Switzerland,2018-06-22 14:10:00,2019-01-18 06:21:00,136,1,Motorola,Motorola Moto E6s
2019-01-17 01:23:00,Amex,Campbell,Mushrif,,Kuwait,2019-01-16 14:26:00,2019-01-18 09:08:00,137,1,Apple,Apple iPhone XS
2019-01-18 02:16:00,Visa,Ruth,Nashville,AR,United States,2019-01-16 19:32:00,2019-01-18 09:13:00,138,2,BLU,BLU Vivo 8L
2019-01-14 08:16:00,Amex,Ruth,Saskatoon,Saskatchewan,Canada,2018-08-09 12:51:00,2019-02-05 11:24:00,138,2,Samsung,Samsung Galaxy Note 8
2019-01-10 09:32:00,Mastercard,Cheryl,Hilton Head,SC,United States,2015-01-10 21:39:00,2019-02-27 07:33:00,139,2,ZTE,ZTE Axon 10 Pro 5G
2019-01-18 11:34:00,Visa,Cheryl,New Malden,England,United Kingdom,2015-10-28 14:57:00,2019-01-18 10:27:00,139,2,Alcatel,Alcatel 1S
2019-01-08 08:58:00,Mastercard,Doug,Huntington,NY,United States,2019-01-08 08:22:00,2019-01-25 17:39:00,140,2,Apple,Apple iPhone 7
2019-01-18 04:38:00,Visa,Doug,Bishop Auckland,England,United Kingdom,2017-12-28 13:39:00,2019-01-18 11:58:00,140,2,Samsung,Samsung Galaxy Note 8
2019-01-18 13:26:00,Mastercard,Julianne,Navan,Meath,Ireland,2019-01-18 12:20:00,2019-01-18 12:20:00,141,1,Apple,Apple iPhone 8
2019-01-18 11:53:00,Visa,Shailesh,Joppa,MD,United States,2019-01-18 00:00:00,2019-01-18 12:23:00,142,1,Samsung,Samsung Galaxy Note 8
2019-01-18 12:04:00,Visa,Conrad,Joppa,MD,United States,2019-01-18 00:00:00,2019-01-18 12:23:00,143,1,Apple,Apple iPhone 11
2019-01-13 19:54:00,Diners,Alison,Hampton,NJ,United States,2016-01-03 06:09:00,2019-01-18 12:51:00,144,2,Samsung,Samsung Galaxy S9 Plus
2019-01-29 12:10:00,Amex,Alison,Issaquah,WA,United States,2017-11-01 21:25:00,2019-02-23 21:58:00,144,2,Windows,Microsoft Lumia 950
2019-01-05 21:06:00,Mastercard,Tracy,Louisville,KY,United States,2019-01-05 16:27:00,2019-01-18 13:58:00,145,2,Apple,Apple iPhone 7 Plus
2019-01-05 06:12:00,Diners,Tracy,Lucca,Tuscany,Italy,2019-01-04 06:19:00,2019-02-24 13:56:00,145,2,Apple,Apple iPhone XR
2019-01-14 06:32:00,Visa,Kate,Broadlands,VA,United States,2016-04-12 06:14:00,2019-01-18 14:04:00,146,3,Samsung,Samsung Galaxy Note 10 Plus
2019-01-22 06:51:00,Visa,Kate,Rochester Hills,MI,United States,2019-01-22 05:54:00,2019-02-12 13:01:00,146,3,BLU,BLU Vivo 8L
2019-01-28 01:38:00,Mastercard,Kate,Stockholm,Stockholm,Sweden,2017-04-16 12:58:00,2019-01-30 09:18:00,146,3,Apple,Apple iPhone 11
2019-01-04 23:48:00,Diners,Sarka,Yellowknife,Northwest Territories,Canada,2019-01-04 22:41:00,2019-01-18 16:17:00,147,1,Apple,Apple iPhone 8
2019-01-07 06:33:00,Diners,Therese,Clontarf,Dublin,Ireland,2018-06-15 08:08:00,2019-02-03 07:51:00,148,3,Alcatel,Alcatel 1V
2019-01-18 16:32:00,Visa,Therese,Los Angeles,CA,United States,2019-01-18 16:23:00,2019-01-18 16:54:00,148,3,Samsung,Samsung Galaxy S9
2019-01-15 19:10:00,Diners,Therese,Pensacola,FL,United States,2015-12-29 21:33:00,2019-02-11 18:53:00,148,3,Windows,Microsoft Lumia 950
2019-01-18 17:04:00,Visa,Abdul-L,New York,NY,United States,2019-01-18 16:58:00,2019-01-18 16:58:00,149,1,Motorola,Motorola One Zoom
2019-01-18 17:20:00,Visa,heidi,Saint Paul,MN,United States,2019-01-18 17:16:00,2019-01-18 17:16:00,150,1,Samsung,Samsung Galaxy Note 9
2019-01-18 17:39:00,Visa,jiyoung,New York,NY,United States,2019-01-18 17:34:00,2019-01-18 17:34:00,151,1,Samsung,Samsung Galaxy S9e
2019-01-11 11:20:00,Visa,Klara,Spring Lake Park,MN,United States,2018-12-31 19:48:00,2019-01-18 17:43:00,152,1,Samsung,Samsung Galaxy S10e
2019-01-02 11:06:00,Mastercard,Andrew,Sevilla,Andalucia,Spain,2016-03-12 15:02:00,2019-02-10 10:04:00,153,2,Apple,Apple iPhone X
2019-01-13 20:59:00,Mastercard,Andrew,Winnipeg,Manitoba,Canada,2019-01-13 16:44:00,2019-01-18 19:17:00,153,2,Huawei,Huawei P Smart Pro
2019-01-12 16:50:00,Visa,Vicki and Bill,Seattle,WA,United States,2019-01-04 21:33:00,2019-01-19 01:22:00,154,1,Apple,Apple iphone XS Max
2019-01-12 15:12:00,Mastercard,David,Deptford,NJ,United States,2019-01-12 14:07:00,2019-01-19 03:47:00,155,4,Huawei,Huawei Mate 30 Pro 5G
2019-01-25 17:55:00,Visa,David,Kapaa,HI,United States,2019-01-24 12:18:00,2019-02-26 20:21:00,155,4,Samsung,Samsung Galaxy S10 Plus
2019-01-09 18:52:00,Visa,David,Alpharetta,GA,United States,2018-11-25 07:56:00,2019-01-19 06:12:00,155,4,LG,LG V50S ThinQ 5G
2019-01-19 10:47:00,Mastercard,David,Stavenger,Rogaland,Norway,2019-01-13 13:53:00,2019-02-25 00:40:00,155,4,Sony,Sony Xperia 1 Professional
2019-01-06 12:27:00,Mastercard,Antonella,Amsterdam,Noord-Holland,Netherlands,2019-01-06 12:04:00,2019-01-19 04:59:00,156,1,Apple,Apple iPhone 11 Pro Max
2019-01-18 23:17:00,Visa,Greg,Washington,DC,United States,2019-01-18 15:18:00,2019-01-19 06:13:00,157,1,Apple,Apple iPhone XR
2019-01-07 08:21:00,Visa,Jannik,Holmenkollen,Oslo,Norway,2019-01-03 11:06:00,2019-01-19 06:54:00,158,1,Samsung,Samsung Galaxy Note 10
2019-01-05 19:37:00,Amex,Bernadette,Washington,DC,United States,2017-11-07 09:49:00,2019-01-19 07:42:00,159,1,Apple,Apple iPhone 7
2019-01-04 12:49:00,Diners,Denise,Montreal,Quebec,Canada,2017-05-25 10:58:00,2019-01-19 07:58:00,160,1,Apple,Apple iPhone XR
2019-01-08 11:55:00,Visa,Caren,Braunschweig,Lower Saxony,Germany,2019-01-03 12:39:00,2019-01-19 08:31:00,161,1,Alcatel,Alcatel 1V
2019-01-14 18:21:00,Visa,luciana,Athens,GA,United States,2015-09-25 06:25:00,2019-01-19 11:21:00,162,1,Apple,Apple iPhone 11
2019-01-11 19:01:00,Diners,Maja,Hoschton,GA,United States,2019-01-11 18:17:00,2019-01-19 12:47:00,163,1,Apple,Apple iPhone 8 Plus
2019-01-16 19:47:00,Amex,Kristen,Los Gatos,CA,United States,2019-01-13 20:49:00,2019-02-20 23:09:00,164,2,Apple,Apple iphone XS Max
2019-01-14 05:20:00,Visa,Kristen,Binningen,Basel-Country,Switzerland,2019-01-12 13:31:00,2019-01-19 13:07:00,164,2,Apple,Apple iPhone 7
2019-01-15 08:07:00,Visa,Kirstie,Royal Oak,MI,United States,2018-12-13 19:35:00,2019-01-19 14:59:00,165,1,LG,LG W30
2019-01-06 06:07:00,Visa,Scott,Rungsted,Frederiksborg,Denmark,2018-12-27 14:29:00,2019-02-09 04:20:00,166,5,Sony,Sony Xperia Ace
2019-01-15 08:10:00,Visa,Scott,Royal Oak,MI,United States,2018-12-13 19:35:00,2019-01-19 14:59:00,166,5,Samsung,Samsung Galaxy S9
2019-01-31 06:14:00,Diners,Scott,Sag Harbor,NY,United States,2018-06-27 04:15:00,2019-02-23 13:36:00,166,5,Samsung,Samsung Galaxy Note 10 Plus
2019-01-25 13:50:00,Visa,Scott,Lausanne,Vaud,Switzerland,2019-01-25 10:09:00,2019-02-22 03:33:00,166,5,Apple,Apple iPhone XR
2019-01-04 03:41:00,Mastercard,Scott,Den Haag,Zuid-Holland,Netherlands,2015-01-04 12:43:00,2019-02-20 00:24:00,166,5,Apple,Apple iPhone XR
2019-01-02 17:45:00,Mastercard,Jammie,Belmont,MA,United States,2015-12-09 17:19:00,2019-01-19 15:36:00,167,1,Apple,Apple iPhone 7
2019-01-25 16:11:00,Visa,scott,Rogers,AR,United States,2019-01-25 15:55:00,2019-02-05 00:20:00,168,2,Huawei,Huawei Mate 30 Pro 5G
2019-01-19 16:55:00,Mastercard,scott,Coconut Grove,FL,United States,2019-01-19 16:18:00,2019-01-19 16:18:00,168,2,Apple,Apple iPhone 8
2019-01-10 17:41:00,Visa,Jiri,Vienna,VA,United States,2019-01-10 16:32:00,2019-01-19 17:52:00,169,1,LG,LG Q70
2019-01-18 13:49:00,Visa,Bev,San Ramon,CA,United States,2019-01-11 12:00:00,2019-01-19 18:07:00,170,1,LG,LG X4
2019-01-15 05:47:00,Visa,Dave and Amy,Norfolk,VA,United States,2019-01-15 00:21:00,2019-01-19 22:48:00,171,1,Apple,Apple iPhone 11 Pro
2019-01-04 10:16:00,Mastercard,Rebecca,Berlin,Berlin,Germany,2018-12-28 10:50:00,2019-01-28 11:09:00,172,2,Apple,Apple iPhone 7
2019-01-19 23:06:00,Mastercard,Rebecca,Norfolk,VA,United States,2019-01-19 22:53:00,2019-01-19 22:53:00,172,2,HTC,Microsoft Lumia 950 XL
2019-01-04 01:38:00,Amex,jeremy,Charlestown,New South Wales,Australia,2018-07-15 21:04:00,2019-01-20 01:08:00,173,1,ZTE,ZTE Blade 10 Prime
2019-01-20 03:11:00,Visa,Randy,Wigan,England,United Kingdom,2019-01-20 03:02:00,2019-01-20 03:06:00,174,1,HTC,HTC U 19e
2019-01-03 10:52:00,Visa,Djeiny,Rockville,MD,United States,2015-04-18 09:27:00,2019-01-20 06:47:00,175,1,Apple,Apple iPhone X
2019-01-05 13:07:00,Visa,Amanda,Shenfield,England,United Kingdom,2019-01-02 14:27:00,2019-02-01 22:27:00,176,3,Samsung,Samsung Galaxy S9
2019-01-13 18:08:00,Amex,Amanda,Houston,TX,United States,2019-01-13 17:02:00,2019-01-29 07:34:00,176,3,Samsung,Samsung Galaxy Note 9
2019-01-20 05:24:00,Mastercard,Amanda,Shreveport,LA,United States,2019-01-20 05:13:00,2019-01-20 07:15:00,176,3,Apple,Apple iPhone 11
2019-01-10 11:37:00,Amex,Joanna,Little Silver,NJ,United States,2018-12-28 20:10:00,2019-01-20 07:42:00,177,1,Apple,Apple iphone XS Max
2019-01-19 16:32:00,Amex,alison,Mid City West,PA,United States,2019-01-19 10:24:00,2019-01-20 10:09:00,178,1,Apple,Apple iPhone 11 Pro
2019-01-18 10:42:00,Visa,malin,Atlanta,Georgia,United States,2019-01-18 00:00:00,2019-01-20 11:09:00,179,1,LG,LG K30
2019-01-07 06:11:00,Visa,Tiffany,Paris,Ile-de-France,France,2019-01-07 05:30:00,2019-01-20 11:22:00,180,1,Samsung,Samsung Galaxy S9e
2019-01-03 08:29:00,Visa,Genevieve,Milton Keynes,England,United Kingdom,2018-10-10 01:26:00,2019-01-20 11:31:00,181,1,Samsung,Samsung Galaxy Note 9
2019-01-01 02:09:00,Mastercard,Saraya,Dresden,Saxony,Germany,2016-03-12 11:31:00,2019-01-20 11:56:00,182,1,Windows,Microsoft Lumia 950 XL
2019-01-20 12:34:00,Mastercard,Anastasia,NYC,NY,United States,2019-01-20 12:17:00,2019-01-20 12:55:00,183,1,Alcatel,Alcatel 1C
2019-01-24 08:45:00,Visa,Elizabeth,Cos Cob,CT,United States,2018-11-08 14:45:00,2019-02-17 03:40:00,184,10,Samsung,Samsung Galaxy S10 Plus
2019-01-07 13:28:00,Visa,Elizabeth,Calne,England,United Kingdom,2019-01-04 13:07:00,2019-02-10 12:39:00,184,10,Samsung,Samsung Galaxy Note 10
2019-01-23 07:13:00,Visa,Elizabeth,Hamilton,Hamilton,Bermuda,2019-01-19 06:03:00,2019-02-25 16:20:00,184,10,Samsung,Samsung Galaxy S10 Plus 1TB
2019-01-26 08:00:00,Amex,Elizabeth,Bluffton,SC,United States,2019-01-23 11:12:00,2019-02-26 07:49:00,184,10,Sony,Sony Xperia XZ2
2019-01-28 13:03:00,Amex,Elizabeth,Okotoks,Alberta,Canada,2018-09-10 06:53:00,2019-02-03 09:13:00,184,10,Samsung,Samsung Galaxy Note 9
2019-01-05 03:03:00,Diners,Elizabeth,Cork,Cork,Ireland,2018-05-21 07:50:00,2019-02-26 04:05:00,184,10,Samsung,Samsung Galaxy S10
2019-01-16 18:36:00,Visa,Elizabeth,Wollongong,New South Wales,Australia,2018-11-01 16:32:00,2019-01-21 01:49:00,184,10,Samsung,Samsung Galaxy S10 Plus
2019-01-13 09:40:00,Visa,Elizabeth,North Eastham,MA,United States,2015-01-26 19:09:00,2019-02-26 12:45:00,184,10,Samsung,Samsung Galaxy Note 10 Plus
2019-01-20 03:51:00,Visa,Elizabeth,The Grange,Queensland,Australia,2018-11-12 03:34:00,2019-01-20 13:11:00,184,10,Samsung,Samsung Galaxy S8 Plus
2019-01-06 14:38:00,Mastercard,Elizabeth,Den Haag,Zuid-Holland,Netherlands,2017-05-14 12:48:00,2019-01-25 03:13:00,184,10,Samsung,Samsung Galaxy S10
2019-01-05 16:55:00,Visa,Jeffrey,Montreal-Nord,Quebec,Canada,2013-09-29 17:08:00,2019-01-20 14:38:00,185,1,LG,LG K40S
2019-01-12 19:47:00,Mastercard,Blanca Gabriela,Irving,TX,United States,2018-12-10 21:49:00,2019-01-20 18:02:00,186,1,Alcatel,Alcatel 1X
2019-01-04 19:20:00,Amex,Elisa,Ottawa Hills,OH,United States,2019-01-04 18:38:00,2019-01-20 18:03:00,187,1,Samsung,Samsung Galaxy S9
2019-01-10 08:33:00,Mastercard,Patricia,Portola Valley,CA,United States,2017-02-04 10:09:00,2019-01-20 22:06:00,188,2,Apple,Apple iphone XS Max
2019-01-26 15:42:00,Visa,Patricia,Allen,TX,United States,2019-01-26 14:38:00,2019-02-12 22:41:00,188,2,Apple,Apple iPhone X
2019-01-09 14:51:00,Visa,Bob,Sydney,New South Wales,Australia,2019-01-07 18:15:00,2019-01-21 00:29:00,189,1,Samsung,Samsung Galaxy S8 Plus
2019-01-16 02:41:00,Visa,Kristyn,Kearns,UT,United States,2019-01-15 18:01:00,2019-01-21 01:02:00,190,1,Samsung,Samsung Galaxy Note 10 Plus
2019-01-24 13:38:00,Mastercard,Cathy,Kidderminster,England,United Kingdom,2018-12-22 03:57:00,2019-02-22 00:00:00,191,2,Apple,Apple iPhone 11 Pro
2019-01-20 08:10:00,Amex,Cathy,Brooklyn,NY,United States,2017-08-05 18:52:00,2019-01-21 05:16:00,191,2,Samsung,Samsung Galaxy S10 Plus
2019-01-06 12:45:00,Amex,Kaylee,Penngrove,CA,United States,2019-01-05 14:06:00,2019-01-21 11:18:00,192,1,Apple,Apple iPhone XR
2019-01-10 08:13:00,Visa,suzanne,Lemont,IL,United States,2019-01-09 19:15:00,2019-01-21 11:35:00,193,1,LG,LG V50S ThinQ 5G
2019-01-18 12:32:00,Visa,Cassandra,Santry,Dublin,Ireland,2018-12-14 14:26:00,2019-01-28 07:41:00,194,2,Samsung,Samsung Galaxy Note 8
2019-01-07 14:15:00,Mastercard,Cassandra,San Carlos,CA,United States,2019-01-05 15:42:00,2019-01-21 12:00:00,194,2,Apple,Apple iPhone X
2019-01-21 11:36:00,Visa,nicole,Oslo,Oslo,Norway,2018-12-23 12:02:00,2019-01-21 13:47:00,195,1,Alcatel,Alcatel 1X
2019-01-02 02:28:00,Mastercard,Morgan,Coomera,Queensland,Australia,2018-05-03 04:14:00,2019-01-21 16:37:00,196,1,LG,LG K40S
